40 40 0.5
0 0 0 0 0 0 0 0 0 0 0.145 1.21 1.95 2.46 2.42 2.48 2.48 2.42 2.48 2.115 1.39 0.345 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0.095 1.21 2.025 2.42 2.4 2.5 2.5 2.48 2.48 2.115 1.325 0.345 0 0.155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0.145 1.175 2.025 2.46 2.48 2.305 2.5 2.5 2.42 2.115 1.575 1.175 1.595 1.175 0.265 0 0 0 0 0 0 0 0 0 0 0 0 0.345 
0 0 0 0 0 0 0 0 0 0 0 0 0 0.145 1.21 1.805 2.4 2.48 2.5 2.48 2.5 2.48 2.4 2.005 2.42 2.025 1.39 0.76 0.64 0.415 0.145 0.155 0.155 0.155 0 0.145 0.925 1.325 1.08 1.665 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.58 1.575 2.17 2.42 2.48 2.48 2.5 2.5 2.5 2.48 2.46 2.48 2.155 2.005 1.86 1.75 1.575 1.595 1.595 1.595 1.325 1.575 2.025 2.305 2.17 2.4 
0 0 0 0 0 0 0 0 0 0 0 0 0 0.415 1.575 2.25 2.5 2.48 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.48 2.46 2.42 2.4 2.42 2.42 2.42 2.305 2.4 2.48 2.48 2.48 2.48 
0 0 0 0 0 0 0 0 0 0 0 0 0.82 1.39 2.115 2.5 2.48 2.46 2.48 2.19 2.025 2.025 2.4 2.46 2.48 2.48 2.48 2.48 2.48 2.5 2.5 2.46 2.46 2.42 2.48 2.48 2.5 2.48 2.48 2.5 
0 0 0 0 0 0 0 0 0 0 0.13 0.82 1.895 2.19 2.48 2.48 2.48 2.48 2.325 1.44 0.925 1 1.575 1.805 2.115 2.19 2.4 2.4 2.46 2.48 2.48 2.5 2.48 2.48 2.48 2.48 2.5 2.48 2.48 2.48 
0 0 0 0 0 0 0 0 0 0.58 1.44 1.86 2.305 2.5 2.46 2.48 2.48 2.345 1.895 0.94 0 0 0.25 0.54 1 1.065 1.575 1.575 1.805 1.825 1.825 2.17 2.345 2.42 2.48 2.5 2.5 2.48 2.5 2.48 
0 0 0 0 0 0 0 0 0.58 1.575 2.25 2.48 2.48 2.48 2.4 2.46 2.345 1.735 0.94 0 0 0 0 0 0 0 0.145 0.145 0.455 0.47 0.525 1.05 1.525 1.665 2.005 2.025 2.025 2.005 2.025 1.95 
0 0 0 0 0 0 0 0.685 1.735 2.25 2.5 2.4 2.48 2.46 2.46 2.155 1.525 0.805 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.105 0.345 0.76 0.775 0.775 0.76 0.775 0.715 
0 0 0 0 0 0 0.58 1.54 2.25 2.48 2.4 2.48 2.48 2.46 2.025 1.325 0.37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0.525 1.54 2.25 2.46 2.48 2.5 2.48 2.46 2.155 1.21 0.145 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0.58 1.54 2.17 2.46 2.46 2.5 2.42 2.48 2.025 1.21 0.37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0.58 1.575 2.25 2.46 2.42 2.48 2.48 2.5 2.48 2.325 1.34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0.58 1.575 2.25 2.5 2.48 2.48 2.5 2.48 2.48 2.42 1.95 0.94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0.13 1.44 2.25 2.5 2.25 2.48 2.48 2.5 2.48 2.48 2.025 1.175 0.095 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0.145 1.175 1.86 2.48 2.25 2.42 2.48 2.5 2.5 2.48 2.4 1.665 0.345 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1.21 2.025 2.42 2.48 2.42 2.5 2.5 2.5 2.5 2.345 1.75 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2.025 2.46 2.4 2.48 2.48 2.48 2.46 2.48 2.4 1.735 0.805 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2.46 2.42 2.48 2.5 2.48 2.4 2.48 2.345 1.75 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2.48 2.48 2.5 2.48 2.19 2.115 2.025 1.54 0.805 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2.46 2.48 2.5 2.305 1.44 1 0.925 0.265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
